probabilities,sample_ids,labels
0.08601766626678384,EE87937,0
0.10016792821756092,EE87938,0
0.0321057785929152,EE87939,0
0.02718275015332533,EE87940,0
0.05430389124825013,EE87941,0
0.006842067901874156,EE87942,0
0.00837258822712672,EE87943,0
0.0612086898808141,EE87944,0
0.02643824131460977,EE87945,0
0.01813875507290796,EE87946,0
0.01776506559835406,EE87948,0
0.20401788008916583,EE87949,0
0.007356402226716848,EE87950,0
0.019023242569135453,EE87951,0
0.17608560629230322,EE87952,0
0.010964908527753852,EE87953,0
0.03369084070378393,EE87954,0
0.025186660098540793,EE87955,0
0.12441242754069201,EE87956,0
0.13559696806216284,EE87957,0
0.42441727071696006,EE87958,0
0.027949263823949026,EE87960,0
0.01826036665657898,EE87961,0
0.06578454653739678,EE87962,0
0.09645819780639782,EE87964,0
0.011256343304901951,EE87965,0
0.14104023405575297,EE87966,0
0.05663215185115489,EE87967,0
0.5053561187405415,EE87968,0
0.07578406965834646,EE87969,0
0.0383277828269979,EE87970,0
0.0768185539924724,EE87971,0
0.06106309462087535,EE87972,0
0.06575580797644066,EE87973,0
0.04929829248508286,EE87974,0
0.019367875920391964,EE87975,0
0.06864959027735662,EE87976,0
0.010210378906533455,EE87977,0
0.01757119481150133,EE87978,0
0.020563226597961688,EE87979,0
0.011631654476126756,EE87980,0
0.006799346991196413,EE87981,0
0.007008347381493552,EE87982,0
0.014916591903339438,EE87983,0
0.004420118857684912,EE87984,0
0.011036626682975748,EE87985,0
0.01079529240180617,EE87986,0
0.014511865012863013,EE87987,0
0.04182214503225512,EE87988,0
0.12159789762745163,EE87989,0
0.005963313377633315,EE87990,0
0.9999923425610708,EE87991,0
0.01652598548612226,EE87992,0
0.768424765857024,EE87993,0
0.040280722230471806,EE87994,0
0.022798466291790196,EE87995,0
0.04014665300639487,EE87996,0
0.0073582993142124985,EE87997,0
0.0140418904107163,EE87999,0
0.12574054240856528,EE88000,0
0.0215560796062579,EE88001,0
0.014482365328160331,EE88002,0
0.02787536029868522,EE88003,0
0.06475764648081313,EE88004,0
0.021568888161521808,EE88005,0
0.07864228000160245,EE88006,0
0.021276640127654164,EE88007,0
0.16127835748953384,EE88008,0
0.07614345482746049,EE88010,0
0.10287647755662341,EE88011,0
0.3005778608262309,EE88012,0
0.02621401591840734,EE88013,0
0.02227772951283051,EE88014,0
0.049987052843537945,EE88016,0
0.011307664635491849,EE88017,0
0.017126432409402276,EE88018,0
0.015120879488604577,EE88019,0
0.35057068183677154,EE88021,0
0.009218667811267114,EE88022,0
0.07965455718666026,EE88023,0
0.02152502862176762,EE88024,0
0.03713467299851812,EE88026,0
0.1058127287664174,EE88028,0
0.007605949850308536,EE88029,0
0.004726296916911187,EE88030,0
0.01610271101110125,EE88031,0
0.009267340829436626,EE88032,0
0.0027464427171643695,EE88033,0
0.0859209147214161,EE88034,0
0.0047588883557463805,EE88035,0
0.006639869046411952,EE88036,0
0.12698601549380717,EE88037,0
0.009077426407190505,EE88038,0
0.02519395105701676,EE88039,0
0.029697717176851015,EE88040,0
0.01439068002446599,EE88041,0
0.0070996017592640055,EE88042,0
0.01673274881252268,EE88043,0
0.008172181179379187,EE88044,0
0.06099634312586737,EE88045,0
0.01149121141884633,EE88046,0
0.0467361788558261,EE88047,0
0.1067975473476428,EE88048,0
0.005529439211040117,EE88049,0
0.0036384742942663253,EE88050,0
0.0009365094944534545,EE88051,0
0.042653441637721994,EE88052,0
0.09235483283143947,EE88053,0
0.0058806784598163875,EE88054,0
0.7785036568090102,EE88055,0
0.06525755254404522,EE88056,0
0.02245891940718715,EE88057,0
0.010240055124818882,EE88058,0
0.04155886198471085,EE88059,0
0.03631213920031799,EE88060,0
0.07869921696327438,EE88061,0
0.0915831501410592,EE88062,0
0.0060677802337146015,EE88063,0
0.013543336453337438,EE88064,0
0.009493058447514477,EE88065,0
0.021975331165871602,EE88066,0
0.014936715051920818,EE88067,0
0.12093115543364652,EE88068,0
0.0941263354184248,EE88069,0
0.10164001477371606,EE88070,0
0.10772529728892109,EE88071,0
0.06663621280306413,EE88072,0
0.2919677879569461,EE88073,0
0.36456797672419167,EE88074,0
0.11661583400569098,EE88075,0
0.022199805591895997,EE88076,0
0.20755783909803524,EE88077,0
0.12718772495148298,EE88078,0
0.12977858185383892,EE88079,0
0.11893911003980003,EE88080,0
0.024953244825342513,EE88081,0
0.18047117282324238,EE88083,0
0.22725366782337364,EE88084,0
0.10275915501402957,EE88085,0
0.13064173717367106,EE88086,0
0.022903548630649057,EE88087,0
0.05976813885083621,EE88088,0
0.10412669154087824,EE88089,0
0.2537650278484052,EE88090,0
0.06770096271820913,EE88091,0
0.0334392899233275,EE88092,0
0.030759899552358916,EE88094,0
0.0352575222660807,EE88095,0
0.08645901940667115,EE88096,0
0.01973819738823176,EE88097,0
0.08315672220747022,EE88098,0
0.048736943114648955,EE88099,0
